Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Säve-Skålvisered;71500;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa 1 dygn, 1 gång/dygn, kl 06;millimeter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
2002-10-01 00:00:00;2008-01-01 23:59:59;20.0;57.8305;11.9200

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
2006-07-08 06:00:01;2006-07-09 06:00:00;2006-07-08;0.1;G
2006-07-09 06:00:01;2006-07-10 06:00:00;2006-07-09;3.6;G
2006-07-10 06:00:01;2006-07-11 06:00:00;2006-07-10;0.0;G
2006-07-11 06:00:01;2006-07-12 06:00:00;2006-07-11;14.5;G
2006-07-12 06:00:01;2006-07-13 06:00:00;2006-07-12;0.0;G
2006-07-13 06:00:01;2006-07-14 06:00:00;2006-07-13;0.0;G
2006-07-14 06:00:01;2006-07-15 06:00:00;2006-07-14;0.0;G
2006-07-15 06:00:01;2006-07-16 06:00:00;2006-07-15;0.0;G
2006-07-16 06:00:01;2006-07-17 06:00:00;2006-07-16;0.0;G
2006-07-17 06:00:01;2006-07-18 06:00:00;2006-07-17;0.0;G
2006-07-18 06:00:01;2006-07-19 06:00:00;2006-07-18;0.0;G
2006-07-19 06:00:01;2006-07-20 06:00:00;2006-07-19;0.0;G
2006-07-20 06:00:01;2006-07-21 06:00:00;2006-07-20;0.0;G
2006-07-21 06:00:01;2006-07-22 06:00:00;2006-07-21;2.3;G
2006-07-22 06:00:01;2006-07-23 06:00:00;2006-07-22;0.0;G
2006-07-23 06:00:01;2006-07-24 06:00:00;2006-07-23;0.0;G
2006-07-24 06:00:01;2006-07-25 06:00:00;2006-07-24;0.0;G
2006-07-25 06:00:01;2006-07-26 06:00:00;2006-07-25;0.0;G
2006-07-26 06:00:01;2006-07-27 06:00:00;2006-07-26;0.0;G
2006-07-27 06:00:01;2006-07-28 06:00:00;2006-07-27;0.0;G
2006-07-28 06:00:01;2006-07-29 06:00:00;2006-07-28;0.0;G
2006-07-29 06:00:01;2006-07-30 06:00:00;2006-07-29;0.0;G
2006-07-30 06:00:01;2006-07-31 06:00:00;2006-07-30;3.2;G
2006-07-31 06:00:01;2006-08-01 06:00:00;2006-07-31;20.8;G
2006-08-01 06:00:01;2006-08-02 06:00:00;2006-08-01;1.4;G
2006-08-02 06:00:01;2006-08-03 06:00:00;2006-08-02;15.0;G
2006-08-03 06:00:01;2006-08-04 06:00:00;2006-08-03;2.3;G
2006-08-04 06:00:01;2006-08-05 06:00:00;2006-08-04;0.0;G
2006-08-05 06:00:01;2006-08-06 06:00:00;2006-08-05;0.0;G
2006-08-06 06:00:01;2006-08-07 06:00:00;2006-08-06;0.0;G
2006-08-07 06:00:01;2006-08-08 06:00:00;2006-08-07;0.0;G
2006-08-08 06:00:01;2006-08-09 06:00:00;2006-08-08;1.3;G
2006-08-09 06:00:01;2006-08-10 06:00:00;2006-08-09;3.8;G
2006-08-10 06:00:01;2006-08-11 06:00:00;2006-08-10;7.9;G
2006-08-11 06:00:01;2006-08-12 06:00:00;2006-08-11;6.4;G
2006-08-12 06:00:01;2006-08-13 06:00:00;2006-08-12;11.2;G
2006-08-13 06:00:01;2006-08-14 06:00:00;2006-08-13;2.8;G
2006-08-14 06:00:01;2006-08-15 06:00:00;2006-08-14;6.7;G
2006-08-15 06:00:01;2006-08-16 06:00:00;2006-08-15;4.1;G
2006-08-16 06:00:01;2006-08-17 06:00:00;2006-08-16;0.4;G
2006-08-17 06:00:01;2006-08-18 06:00:00;2006-08-17;0.0;G
2006-08-18 06:00:01;2006-08-19 06:00:00;2006-08-18;2.0;G
2006-08-19 06:00:01;2006-08-20 06:00:00;2006-08-19;1.2;G
2006-08-20 06:00:01;2006-08-21 06:00:00;2006-08-20;18.6;G
2006-08-21 06:00:01;2006-08-22 06:00:00;2006-08-21;7.4;G
2006-08-22 06:00:01;2006-08-23 06:00:00;2006-08-22;6.5;G
2006-08-23 06:00:01;2006-08-24 06:00:00;2006-08-23;3.0;G
2006-08-24 06:00:01;2006-08-25 06:00:00;2006-08-24;0.2;G
2006-08-25 06:00:01;2006-08-26 06:00:00;2006-08-25;0.0;G
2006-08-26 06:00:01;2006-08-27 06:00:00;2006-08-26;23.4;G
2006-08-27 06:00:01;2006-08-28 06:00:00;2006-08-27;23.1;G
2006-08-28 06:00:01;2006-08-29 06:00:00;2006-08-28;10.7;G
2006-08-29 06:00:01;2006-08-30 06:00:00;2006-08-29;0.0;G
2006-08-30 06:00:01;2006-08-31 06:00:00;2006-08-30;0.0;G
2006-08-31 06:00:01;2006-09-01 06:00:00;2006-08-31;0.7;G
2006-09-01 06:00:01;2006-09-02 06:00:00;2006-09-01;4.1;G
2006-09-02 06:00:01;2006-09-03 06:00:00;2006-09-02;25.4;G
2006-09-03 06:00:01;2006-09-04 06:00:00;2006-09-03;3.2;G
2006-09-04 06:00:01;2006-09-05 06:00:00;2006-09-04;0.0;G
2006-09-05 06:00:01;2006-09-06 06:00:00;2006-09-05;0.0;G
2006-09-06 06:00:01;2006-09-07 06:00:00;2006-09-06;11.2;G
2006-09-07 06:00:01;2006-09-08 06:00:00;2006-09-07;0.2;G
2006-09-08 06:00:01;2006-09-09 06:00:00;2006-09-08;0.0;G
2006-09-09 06:00:01;2006-09-10 06:00:00;2006-09-09;0.0;G
2006-09-10 06:00:01;2006-09-11 06:00:00;2006-09-10;0.0;G
2006-09-11 06:00:01;2006-09-12 06:00:00;2006-09-11;0.0;G
2006-09-12 06:00:01;2006-09-13 06:00:00;2006-09-12;0.0;G
2006-09-13 06:00:01;2006-09-14 06:00:00;2006-09-13;0.0;G
2006-09-14 06:00:01;2006-09-15 06:00:00;2006-09-14;0.0;G
2006-09-15 06:00:01;2006-09-16 06:00:00;2006-09-15;0.0;G
2006-09-16 06:00:01;2006-09-17 06:00:00;2006-09-16;0.0;G
2006-09-17 06:00:01;2006-09-18 06:00:00;2006-09-17;0.0;G
2006-09-18 06:00:01;2006-09-19 06:00:00;2006-09-18;0.0;G
2006-09-19 06:00:01;2006-09-20 06:00:00;2006-09-19;2.8;G
2006-09-20 06:00:01;2006-09-21 06:00:00;2006-09-20;0.0;G
2006-09-21 06:00:01;2006-09-22 06:00:00;2006-09-21;0.0;G
2006-09-22 06:00:01;2006-09-23 06:00:00;2006-09-22;0.0;G
2006-09-23 06:00:01;2006-09-24 06:00:00;2006-09-23;0.0;G
2006-09-24 06:00:01;2006-09-25 06:00:00;2006-09-24;0.0;G
2006-09-25 06:00:01;2006-09-26 06:00:00;2006-09-25;0.0;G
2006-09-26 06:00:01;2006-09-27 06:00:00;2006-09-26;0.3;G
2006-09-27 06:00:01;2006-09-28 06:00:00;2006-09-27;3.2;G
2006-09-28 06:00:01;2006-09-29 06:00:00;2006-09-28;6.5;G
2006-09-29 06:00:01;2006-09-30 06:00:00;2006-09-29;0.0;G
2006-09-30 06:00:01;2006-10-01 06:00:00;2006-09-30;8.3;G
2006-10-01 06:00:01;2006-10-02 06:00:00;2006-10-01;10.2;G
2006-10-02 06:00:01;2006-10-03 06:00:00;2006-10-02;5.8;G
2006-10-03 06:00:01;2006-10-04 06:00:00;2006-10-03;2.6;G
2006-10-04 06:00:01;2006-10-05 06:00:00;2006-10-04;0.5;G
2006-10-05 06:00:01;2006-10-06 06:00:00;2006-10-05;7.8;G
2006-10-06 06:00:01;2006-10-07 06:00:00;2006-10-06;17.5;G
2006-10-07 06:00:01;2006-10-08 06:00:00;2006-10-07;10.1;G
2006-10-08 06:00:01;2006-10-09 06:00:00;2006-10-08;0.0;G
2006-10-09 06:00:01;2006-10-10 06:00:00;2006-10-09;1.8;G
2006-10-10 06:00:01;2006-10-11 06:00:00;2006-10-10;0.2;G
2006-10-11 06:00:01;2006-10-12 06:00:00;2006-10-11;0.0;G
2006-10-12 06:00:01;2006-10-13 06:00:00;2006-10-12;0.0;G
2006-10-13 06:00:01;2006-10-14 06:00:00;2006-10-13;0.0;G
2006-10-14 06:00:01;2006-10-15 06:00:00;2006-10-14;0.0;G
2006-10-15 06:00:01;2006-10-16 06:00:00;2006-10-15;0.0;G
2006-10-16 06:00:01;2006-10-17 06:00:00;2006-10-16;0.0;G
2006-10-17 06:00:01;2006-10-18 06:00:00;2006-10-17;0.0;G
2006-10-18 06:00:01;2006-10-19 06:00:00;2006-10-18;4.8;G
2006-10-19 06:00:01;2006-10-20 06:00:00;2006-10-19;0.2;G
2006-10-20 06:00:01;2006-10-21 06:00:00;2006-10-20;5.8;G
2006-10-21 06:00:01;2006-10-22 06:00:00;2006-10-21;5.3;G
2006-10-22 06:00:01;2006-10-23 06:00:00;2006-10-22;11.1;G
2006-10-23 06:00:01;2006-10-24 06:00:00;2006-10-23;17.3;G
2006-10-24 06:00:01;2006-10-25 06:00:00;2006-10-24;6.4;G
2006-10-25 06:00:01;2006-10-26 06:00:00;2006-10-25;4.9;G
2006-10-26 06:00:01;2006-10-27 06:00:00;2006-10-26;29.9;G
2006-10-27 06:00:01;2006-10-28 06:00:00;2006-10-27;0.0;G
2006-10-28 06:00:01;2006-10-29 06:00:00;2006-10-28;29.8;G
2006-10-29 06:00:01;2006-10-30 06:00:00;2006-10-29;1.4;G
2006-10-30 06:00:01;2006-10-31 06:00:00;2006-10-30;17.2;G
2006-10-31 06:00:01;2006-11-01 06:00:00;2006-10-31;17.4;G
2006-11-01 06:00:01;2006-11-02 06:00:00;2006-11-01;0.0;G
2006-11-02 06:00:01;2006-11-03 06:00:00;2006-11-02;0.0;G
2006-11-03 06:00:01;2006-11-04 06:00:00;2006-11-03;0.0;G
2006-11-04 06:00:01;2006-11-05 06:00:00;2006-11-04;0.5;G
2006-11-05 06:00:01;2006-11-06 06:00:00;2006-11-05;1.3;G
2006-11-06 06:00:01;2006-11-07 06:00:00;2006-11-06;0.0;G
2006-11-07 06:00:01;2006-11-08 06:00:00;2006-11-07;0.0;G
2006-11-08 06:00:01;2006-11-09 06:00:00;2006-11-08;39.9;G
2006-11-09 06:00:01;2006-11-10 06:00:00;2006-11-09;0.0;G
2006-11-10 06:00:01;2006-11-11 06:00:00;2006-11-10;16.2;G
2006-11-11 06:00:01;2006-11-12 06:00:00;2006-11-11;19.2;G
2006-11-12 06:00:01;2006-11-13 06:00:00;2006-11-12;0.0;G
2006-11-13 06:00:01;2006-11-14 06:00:00;2006-11-13;11.6;G
2006-11-14 06:00:01;2006-11-15 06:00:00;2006-11-14;14.0;G
2006-11-15 06:00:01;2006-11-16 06:00:00;2006-11-15;4.0;G
2006-11-16 06:00:01;2006-11-17 06:00:00;2006-11-16;11.7;G
2006-11-17 06:00:01;2006-11-18 06:00:00;2006-11-17;1.3;G
2006-11-18 06:00:01;2006-11-19 06:00:00;2006-11-18;2.9;G
2006-11-19 06:00:01;2006-11-20 06:00:00;2006-11-19;0.9;G
2006-11-20 06:00:01;2006-11-21 06:00:00;2006-11-20;22.1;G
2006-11-21 06:00:01;2006-11-22 06:00:00;2006-11-21;9.5;G
2006-11-22 06:00:01;2006-11-23 06:00:00;2006-11-22;20.4;G
2006-11-23 06:00:01;2006-11-24 06:00:00;2006-11-23;6.6;G
2006-11-24 06:00:01;2006-11-25 06:00:00;2006-11-24;0.0;G
2006-11-25 06:00:01;2006-11-26 06:00:00;2006-11-25;11.7;G
2006-11-26 06:00:01;2006-11-27 06:00:00;2006-11-26;1.6;G
2006-11-27 06:00:01;2006-11-28 06:00:00;2006-11-27;0.0;G
2006-11-28 06:00:01;2006-11-29 06:00:00;2006-11-28;2.5;G
2006-11-29 06:00:01;2006-11-30 06:00:00;2006-11-29;0.3;G
2006-11-30 06:00:01;2006-12-01 06:00:00;2006-11-30;0.0;G
2006-12-01 06:00:01;2006-12-02 06:00:00;2006-12-01;6.4;G
2006-12-02 06:00:01;2006-12-03 06:00:00;2006-12-02;16.6;G
2006-12-03 06:00:01;2006-12-04 06:00:00;2006-12-03;8.5;G
2006-12-04 06:00:01;2006-12-05 06:00:00;2006-12-04;2.8;G
2006-12-05 06:00:01;2006-12-06 06:00:00;2006-12-05;8.2;G
2006-12-06 06:00:01;2006-12-07 06:00:00;2006-12-06;0.2;G
2006-12-07 06:00:01;2006-12-08 06:00:00;2006-12-07;19.0;G
2006-12-08 06:00:01;2006-12-09 06:00:00;2006-12-08;11.9;G
2006-12-09 06:00:01;2006-12-10 06:00:00;2006-12-09;2.9;G
2006-12-10 06:00:01;2006-12-11 06:00:00;2006-12-10;16.8;G
2006-12-11 06:00:01;2006-12-12 06:00:00;2006-12-11;29.7;G
2006-12-12 06:00:01;2006-12-13 06:00:00;2006-12-12;3.0;G
2006-12-13 06:00:01;2006-12-14 06:00:00;2006-12-13;11.4;G
2006-12-14 06:00:01;2006-12-15 06:00:00;2006-12-14;5.4;G
2006-12-15 06:00:01;2006-12-16 06:00:00;2006-12-15;3.6;G
2006-12-16 06:00:01;2006-12-17 06:00:00;2006-12-16;0.5;G
2006-12-17 06:00:01;2006-12-18 06:00:00;2006-12-17;1.0;G
2006-12-18 06:00:01;2006-12-19 06:00:00;2006-12-18;0.0;G
2006-12-19 06:00:01;2006-12-20 06:00:00;2006-12-19;0.9;G
2006-12-20 06:00:01;2006-12-21 06:00:00;2006-12-20;0.3;G
2006-12-21 06:00:01;2006-12-22 06:00:00;2006-12-21;0.0;G
2006-12-22 06:00:01;2006-12-23 06:00:00;2006-12-22;0.0;G
2006-12-23 06:00:01;2006-12-24 06:00:00;2006-12-23;0.0;G
2006-12-24 06:00:01;2006-12-25 06:00:00;2006-12-24;0.0;G
2006-12-25 06:00:01;2006-12-26 06:00:00;2006-12-25;0.3;G
2006-12-26 06:00:01;2006-12-27 06:00:00;2006-12-26;0.0;G
2006-12-27 06:00:01;2006-12-28 06:00:00;2006-12-27;0.0;G
2006-12-28 06:00:01;2006-12-29 06:00:00;2006-12-28;0.0;G
2006-12-29 06:00:01;2006-12-30 06:00:00;2006-12-29;0.0;G
2006-12-30 06:00:01;2006-12-31 06:00:00;2006-12-30;18.4;G
2006-12-31 06:00:01;2007-01-01 06:00:00;2006-12-31;10.6;G
2007-01-01 06:00:01;2007-01-02 06:00:00;2007-01-01;6.8;G
2007-01-02 06:00:01;2007-01-03 06:00:00;2007-01-02;0.0;G
2007-01-03 06:00:01;2007-01-04 06:00:00;2007-01-03;6.8;G
2007-01-04 06:00:01;2007-01-05 06:00:00;2007-01-04;7.7;G
2007-01-05 06:00:01;2007-01-06 06:00:00;2007-01-05;4.2;G
2007-01-06 06:00:01;2007-01-07 06:00:00;2007-01-06;2.0;G
2007-01-07 06:00:01;2007-01-08 06:00:00;2007-01-07;5.1;G
2007-01-08 06:00:01;2007-01-09 06:00:00;2007-01-08;10.8;G
2007-01-09 06:00:01;2007-01-10 06:00:00;2007-01-09;2.8;G
2007-01-10 06:00:01;2007-01-11 06:00:00;2007-01-10;15.8;G
2007-01-11 06:00:01;2007-01-12 06:00:00;2007-01-11;14.1;G
2007-01-12 06:00:01;2007-01-13 06:00:00;2007-01-12;7.9;G
2007-01-13 06:00:01;2007-01-14 06:00:00;2007-01-13;5.8;G
2007-01-14 06:00:01;2007-01-15 06:00:00;2007-01-14;0.3;G
2007-01-15 06:00:01;2007-01-16 06:00:00;2007-01-15;3.0;G
2007-01-16 06:00:01;2007-01-17 06:00:00;2007-01-16;0.0;G
2007-01-17 06:00:01;2007-01-18 06:00:00;2007-01-17;12.2;G
2007-01-18 06:00:01;2007-01-19 06:00:00;2007-01-18;0.0;G
2007-01-19 06:00:01;2007-01-20 06:00:00;2007-01-19;0.0;G
2007-01-20 06:00:01;2007-01-21 06:00:00;2007-01-20;18.5;G
2007-01-21 06:00:01;2007-01-22 06:00:00;2007-01-21;9.5;G
2007-01-22 06:00:01;2007-01-23 06:00:00;2007-01-22;0.0;G
2007-01-23 06:00:01;2007-01-24 06:00:00;2007-01-23;2.3;G
2007-01-24 06:00:01;2007-01-25 06:00:00;2007-01-24;0.0;G
2007-01-25 06:00:01;2007-01-26 06:00:00;2007-01-25;0.0;G
2007-01-26 06:00:01;2007-01-27 06:00:00;2007-01-26;0.0;G
2007-01-27 06:00:01;2007-01-28 06:00:00;2007-01-27;0.5;G
2007-01-28 06:00:01;2007-01-29 06:00:00;2007-01-28;3.4;G
2007-01-29 06:00:01;2007-01-30 06:00:00;2007-01-29;0.0;G
2007-01-30 06:00:01;2007-01-31 06:00:00;2007-01-30;0.2;G
2007-01-31 06:00:01;2007-02-01 06:00:00;2007-01-31;10.6;G
2007-02-01 06:00:01;2007-02-02 06:00:00;2007-02-01;0.5;G
2007-02-02 06:00:01;2007-02-03 06:00:00;2007-02-02;2.5;G
2007-02-03 06:00:01;2007-02-04 06:00:00;2007-02-03;0.0;G
2007-02-04 06:00:01;2007-02-05 06:00:00;2007-02-04;0.0;G
2007-02-05 06:00:01;2007-02-06 06:00:00;2007-02-05;0.0;G
2007-02-06 06:00:01;2007-02-07 06:00:00;2007-02-06;0.0;G
2007-02-07 06:00:01;2007-02-08 06:00:00;2007-02-07;0.0;G
2007-02-08 06:00:01;2007-02-09 06:00:00;2007-02-08;0.0;G
2007-02-09 06:00:01;2007-02-10 06:00:00;2007-02-09;0.0;G
2007-02-10 06:00:01;2007-02-11 06:00:00;2007-02-10;0.0;G
2007-02-11 06:00:01;2007-02-12 06:00:00;2007-02-11;0.0;G
2007-02-12 06:00:01;2007-02-13 06:00:00;2007-02-12;0.3;G
2007-02-13 06:00:01;2007-02-14 06:00:00;2007-02-13;2.3;G
2007-02-14 06:00:01;2007-02-15 06:00:00;2007-02-14;0.0;G
2007-02-15 06:00:01;2007-02-16 06:00:00;2007-02-15;0.0;G
2007-02-16 06:00:01;2007-02-17 06:00:00;2007-02-16;0.0;G
2007-02-17 06:00:01;2007-02-18 06:00:00;2007-02-17;0.0;G
2007-02-18 06:00:01;2007-02-19 06:00:00;2007-02-18;0.0;G
2007-02-19 06:00:01;2007-02-20 06:00:00;2007-02-19;0.2;G
2007-02-20 06:00:01;2007-02-21 06:00:00;2007-02-20;3.5;G
2007-02-21 06:00:01;2007-02-22 06:00:00;2007-02-21;10.9;G
2007-02-22 06:00:01;2007-02-23 06:00:00;2007-02-22;0.7;G
2007-02-23 06:00:01;2007-02-24 06:00:00;2007-02-23;0.5;G
2007-02-24 06:00:01;2007-02-25 06:00:00;2007-02-24;7.8;G
2007-02-25 06:00:01;2007-02-26 06:00:00;2007-02-25;4.3;G
2007-02-26 06:00:01;2007-02-27 06:00:00;2007-02-26;1.8;G
2007-02-27 06:00:01;2007-02-28 06:00:00;2007-02-27;1.8;G
2007-02-28 06:00:01;2007-03-01 06:00:00;2007-02-28;6.5;G
2007-03-01 06:00:01;2007-03-02 06:00:00;2007-03-01;3.0;G
2007-03-02 06:00:01;2007-03-03 06:00:00;2007-03-02;0.0;G
2007-03-03 06:00:01;2007-03-04 06:00:00;2007-03-03;0.0;G
2007-03-04 06:00:01;2007-03-05 06:00:00;2007-03-04;0.0;G
2007-03-05 06:00:01;2007-03-06 06:00:00;2007-03-05;6.2;G
2007-03-06 06:00:01;2007-03-07 06:00:00;2007-03-06;15.6;G
2007-03-07 06:00:01;2007-03-08 06:00:00;2007-03-07;7.3;G
2007-03-08 06:00:01;2007-03-09 06:00:00;2007-03-08;0.4;G
2007-03-09 06:00:01;2007-03-10 06:00:00;2007-03-09;2.9;G
2007-03-10 06:00:01;2007-03-11 06:00:00;2007-03-10;11.3;G
2007-03-11 06:00:01;2007-03-12 06:00:00;2007-03-11;1.1;G
2007-03-12 06:00:01;2007-03-13 06:00:00;2007-03-12;0.0;G
2007-03-13 06:00:01;2007-03-14 06:00:00;2007-03-13;0.0;G
2007-03-14 06:00:01;2007-03-15 06:00:00;2007-03-14;0.0;G
2007-03-15 06:00:01;2007-03-16 06:00:00;2007-03-15;0.0;G
2007-03-16 06:00:01;2007-03-17 06:00:00;2007-03-16;4.7;G
2007-03-17 06:00:01;2007-03-18 06:00:00;2007-03-17;13.2;G
2007-03-18 06:00:01;2007-03-19 06:00:00;2007-03-18;4.0;G
2007-03-19 06:00:01;2007-03-20 06:00:00;2007-03-19;0.5;G
2007-03-20 06:00:01;2007-03-21 06:00:00;2007-03-20;0.0;G
2007-03-21 06:00:01;2007-03-22 06:00:00;2007-03-21;0.0;G
2007-03-22 06:00:01;2007-03-23 06:00:00;2007-03-22;2.0;G
2007-03-23 06:00:01;2007-03-24 06:00:00;2007-03-23;0.5;G
2007-03-24 06:00:01;2007-03-25 06:00:00;2007-03-24;0.0;G
2007-03-25 06:00:01;2007-03-26 06:00:00;2007-03-25;0.0;G
2007-03-26 06:00:01;2007-03-27 06:00:00;2007-03-26;0.0;G
2007-03-27 06:00:01;2007-03-28 06:00:00;2007-03-27;0.0;G
2007-03-28 06:00:01;2007-03-29 06:00:00;2007-03-28;0.0;G
2007-03-29 06:00:01;2007-03-30 06:00:00;2007-03-29;0.0;G
2007-03-30 06:00:01;2007-03-31 06:00:00;2007-03-30;0.0;G
2007-03-31 06:00:01;2007-04-01 06:00:00;2007-03-31;0.0;G
2007-04-01 06:00:01;2007-04-02 06:00:00;2007-04-01;0.0;G
2007-04-02 06:00:01;2007-04-03 06:00:00;2007-04-02;0.0;G
2007-04-03 06:00:01;2007-04-04 06:00:00;2007-04-03;0.0;G
2007-04-04 06:00:01;2007-04-05 06:00:00;2007-04-04;0.0;G
2007-04-05 06:00:01;2007-04-06 06:00:00;2007-04-05;0.0;G
2007-04-06 06:00:01;2007-04-07 06:00:00;2007-04-06;0.0;G
2007-04-07 06:00:01;2007-04-08 06:00:00;2007-04-07;2.2;G
2007-04-08 06:00:01;2007-04-09 06:00:00;2007-04-08;18.0;G
2007-04-09 06:00:01;2007-04-10 06:00:00;2007-04-09;2.5;G
2007-04-10 06:00:01;2007-04-11 06:00:00;2007-04-10;0.0;G
2007-04-11 06:00:01;2007-04-12 06:00:00;2007-04-11;0.0;G
2007-04-12 06:00:01;2007-04-13 06:00:00;2007-04-12;0.0;G
2007-04-13 06:00:01;2007-04-14 06:00:00;2007-04-13;0.0;G
2007-04-14 06:00:01;2007-04-15 06:00:00;2007-04-14;0.0;G
2007-04-15 06:00:01;2007-04-16 06:00:00;2007-04-15;0.0;G
2007-04-16 06:00:01;2007-04-17 06:00:00;2007-04-16;0.0;G
2007-04-17 06:00:01;2007-04-18 06:00:00;2007-04-17;0.0;G
2007-04-18 06:00:01;2007-04-19 06:00:00;2007-04-18;8.7;G
2007-04-19 06:00:01;2007-04-20 06:00:00;2007-04-19;3.0;G
2007-04-20 06:00:01;2007-04-21 06:00:00;2007-04-20;0.0;G
2007-04-21 06:00:01;2007-04-22 06:00:00;2007-04-21;0.2;G
2007-04-22 06:00:01;2007-04-23 06:00:00;2007-04-22;5.7;G
2007-04-23 06:00:01;2007-04-24 06:00:00;2007-04-23;1.6;G
2007-04-24 06:00:01;2007-04-25 06:00:00;2007-04-24;0.0;G
2007-04-25 06:00:01;2007-04-26 06:00:00;2007-04-25;0.0;G
2007-04-26 06:00:01;2007-04-27 06:00:00;2007-04-26;0.0;G
2007-04-27 06:00:01;2007-04-28 06:00:00;2007-04-27;0.0;G
2007-04-28 06:00:01;2007-04-29 06:00:00;2007-04-28;0.0;G
2007-04-29 06:00:01;2007-04-30 06:00:00;2007-04-29;0.0;G
2007-04-30 06:00:01;2007-05-01 06:00:00;2007-04-30;0.0;G
2007-05-01 06:00:01;2007-05-02 06:00:00;2007-05-01;0.0;G
2007-05-02 06:00:01;2007-05-03 06:00:00;2007-05-02;0.0;G
2007-05-03 06:00:01;2007-05-04 06:00:00;2007-05-03;0.0;G
2007-05-04 06:00:01;2007-05-05 06:00:00;2007-05-04;0.0;G
2007-05-05 06:00:01;2007-05-06 06:00:00;2007-05-05;0.0;G
2007-05-06 06:00:01;2007-05-07 06:00:00;2007-05-06;4.6;G
2007-05-07 06:00:01;2007-05-08 06:00:00;2007-05-07;0.6;G
2007-05-08 06:00:01;2007-05-09 06:00:00;2007-05-08;3.2;G
2007-05-09 06:00:01;2007-05-10 06:00:00;2007-05-09;0.0;G
2007-05-10 06:00:01;2007-05-11 06:00:00;2007-05-10;4.0;G
2007-05-11 06:00:01;2007-05-12 06:00:00;2007-05-11;1.0;G
2007-05-12 06:00:01;2007-05-13 06:00:00;2007-05-12;3.8;G
2007-05-13 06:00:01;2007-05-14 06:00:00;2007-05-13;5.5;G
2007-05-14 06:00:01;2007-05-15 06:00:00;2007-05-14;1.6;G
2007-05-15 06:00:01;2007-05-16 06:00:00;2007-05-15;1.0;G
2007-05-16 06:00:01;2007-05-17 06:00:00;2007-05-16;6.6;G
2007-05-17 06:00:01;2007-05-18 06:00:00;2007-05-17;3.6;G
2007-05-18 06:00:01;2007-05-19 06:00:00;2007-05-18;2.3;G
2007-05-19 06:00:01;2007-05-20 06:00:00;2007-05-19;0.0;G
2007-05-20 06:00:01;2007-05-21 06:00:00;2007-05-20;1.2;G
2007-05-21 06:00:01;2007-05-22 06:00:00;2007-05-21;3.9;G
2007-05-22 06:00:01;2007-05-23 06:00:00;2007-05-22;0.0;G
2007-05-23 06:00:01;2007-05-24 06:00:00;2007-05-23;0.0;G
2007-05-24 06:00:01;2007-05-25 06:00:00;2007-05-24;0.5;G
2007-05-25 06:00:01;2007-05-26 06:00:00;2007-05-25;1.3;G
2007-05-26 06:00:01;2007-05-27 06:00:00;2007-05-26;0.0;G
2007-05-27 06:00:01;2007-05-28 06:00:00;2007-05-27;0.7;G
2007-05-28 06:00:01;2007-05-29 06:00:00;2007-05-28;0.0;G
2007-05-29 06:00:01;2007-05-30 06:00:00;2007-05-29;0.4;G
2007-05-30 06:00:01;2007-05-31 06:00:00;2007-05-30;0.5;G
2007-05-31 06:00:01;2007-06-01 06:00:00;2007-05-31;1.7;G
2007-06-01 06:00:01;2007-06-02 06:00:00;2007-06-01;1.4;G
2007-06-02 06:00:01;2007-06-03 06:00:00;2007-06-02;1.1;G
2007-06-03 06:00:01;2007-06-04 06:00:00;2007-06-03;0.0;G
2007-06-04 06:00:01;2007-06-05 06:00:00;2007-06-04;0.0;G
2007-06-05 06:00:01;2007-06-06 06:00:00;2007-06-05;0.2;G
2007-06-06 06:00:01;2007-06-07 06:00:00;2007-06-06;2.4;G
2007-06-07 06:00:01;2007-06-08 06:00:00;2007-06-07;0.0;G
2007-06-08 06:00:01;2007-06-09 06:00:00;2007-06-08;0.0;G
2007-06-09 06:00:01;2007-06-10 06:00:00;2007-06-09;0.0;G
2007-06-10 06:00:01;2007-06-11 06:00:00;2007-06-10;0.0;G
2007-06-11 06:00:01;2007-06-12 06:00:00;2007-06-11;0.0;G
2007-06-12 06:00:01;2007-06-13 06:00:00;2007-06-12;0.0;G
2007-06-13 06:00:01;2007-06-14 06:00:00;2007-06-13;0.8;G
2007-06-14 06:00:01;2007-06-15 06:00:00;2007-06-14;0.0;G
2007-06-15 06:00:01;2007-06-16 06:00:00;2007-06-15;0.0;G
2007-06-16 06:00:01;2007-06-17 06:00:00;2007-06-16;19.0;G
2007-06-17 06:00:01;2007-06-18 06:00:00;2007-06-17;0.2;G
2007-06-18 06:00:01;2007-06-19 06:00:00;2007-06-18;0.0;G
2007-06-19 06:00:01;2007-06-20 06:00:00;2007-06-19;0.0;G
2007-06-20 06:00:01;2007-06-21 06:00:00;2007-06-20;6.7;G
2007-06-21 06:00:01;2007-06-22 06:00:00;2007-06-21;6.8;G
2007-06-22 06:00:01;2007-06-23 06:00:00;2007-06-22;32.5;G
2007-06-23 06:00:01;2007-06-24 06:00:00;2007-06-23;0.0;G
